event_id,customer_id,session_id,event_type,event_timestamp
E0004346,C00199,S001328,page_view,2025-09-11 09:00:00
E0004347,C00199,S001328,product_view,2025-09-11 09:10:00
E0004348,C00199,S001328,add_to_cart,2025-09-11 09:16:00
E0004349,C01423,S001329,page_view,2025-08-01 09:00:00
E0004350,C01423,S001329,product_view,2025-08-01 09:04:00
E0004351,C01683,S001330,page_view,2025-03-01 09:00:00
E0004352,C01683,S001330,product_view,2025-03-01 09:11:00
E0004353,C01683,S001330,add_to_cart,2025-03-01 09:19:00
E0004354,C00346,S001331,page_view,2024-08-31 09:00:00
E0004355,C00346,S001331,product_view,2024-08-31 09:09:00
E0004356,C00346,S001331,add_to_cart,2024-08-31 09:15:00
E0004357,C00028,S001332,page_view,2025-07-21 09:00:00
E0004358,C00028,S001332,product_view,2025-07-21 09:01:00
E0004359,C01780,S001333,page_view,2024-05-03 09:00:00
E0004360,C01780,S001333,product_view,2024-05-03 09:14:00
E0004361,C01780,S001333,add_to_cart,2024-05-03 09:23:00
E0004362,C01780,S001333,checkout,2024-05-03 09:24:00
E0004363,C01901,S001334,page_view,2024-07-18 09:00:00
E0004364,C01901,S001334,product_view,2024-07-18 09:08:00
E0004365,C01901,S001334,add_to_cart,2024-07-18 09:17:00
E0004366,C01901,S001334,checkout,2024-07-18 09:31:00
E0004367,C01901,S001334,purchase,2024-07-18 09:39:00
E0004368,C01735,S001335,page_view,2025-10-04 09:00:00
E0004369,C01735,S001335,product_view,2025-10-04 09:03:00
E0004370,C01735,S001335,add_to_cart,2025-10-04 09:16:00
E0004371,C01735,S001335,checkout,2025-10-04 09:17:00
E0004372,C01735,S001335,purchase,2025-10-04 09:18:00
E0004373,C01564,S001336,page_view,2025-03-10 09:00:00
E0004374,C01564,S001336,product_view,2025-03-10 09:10:00
E0004375,C01450,S001337,page_view,2025-08-27 09:00:00
E0004376,C01450,S001337,product_view,2025-08-27 09:08:00
E0004377,C01450,S001337,add_to_cart,2025-08-27 09:19:00
E0004378,C00142,S001338,page_view,2024-12-22 09:00:00
E0004379,C00142,S001338,product_view,2024-12-22 09:14:00
E0004380,C00142,S001338,add_to_cart,2024-12-22 09:16:00
E0004381,C00006,S001339,page_view,2025-11-26 09:00:00
E0004382,C00006,S001339,product_view,2025-11-26 09:15:00
E0004383,C01359,S001340,page_view,2024-06-19 09:00:00
E0004384,C01359,S001340,product_view,2024-06-19 09:14:00
E0004385,C01683,S001341,page_view,2024-06-07 09:00:00
E0004386,C01683,S001341,product_view,2024-06-07 09:11:00
E0004387,C01575,S001342,page_view,2024-08-31 09:00:00
E0004388,C01575,S001342,product_view,2024-08-31 09:05:00
E0004389,C01575,S001342,add_to_cart,2024-08-31 09:17:00
E0004390,C01575,S001342,checkout,2024-08-31 09:21:00
E0004391,C01575,S001342,purchase,2024-08-31 09:34:00
E0004392,C01321,S001343,page_view,2025-11-01 09:00:00
E0004393,C01321,S001343,product_view,2025-11-01 09:05:00
E0004394,C01321,S001343,add_to_cart,2025-11-01 09:11:00
E0004395,C01321,S001343,checkout,2025-11-01 09:12:00
E0004396,C01321,S001343,purchase,2025-11-01 09:25:00
E0004397,C00737,S001344,page_view,2025-01-06 09:00:00
E0004398,C00737,S001344,product_view,2025-01-06 09:14:00
E0004399,C00737,S001344,add_to_cart,2025-01-06 09:20:00
E0004400,C00737,S001344,checkout,2025-01-06 09:23:00
E0004401,C00820,S001345,page_view,2025-11-01 09:00:00
E0004402,C00820,S001345,product_view,2025-11-01 09:04:00
E0004403,C00820,S001345,add_to_cart,2025-11-01 09:18:00
E0004404,C00820,S001345,checkout,2025-11-01 09:33:00
E0004405,C00820,S001345,purchase,2025-11-01 09:44:00
E0004406,C01865,S001346,page_view,2025-07-22 09:00:00
E0004407,C01865,S001346,product_view,2025-07-22 09:08:00
E0004408,C01865,S001346,add_to_cart,2025-07-22 09:09:00
E0004409,C01865,S001346,checkout,2025-07-22 09:12:00
E0004410,C01199,S001347,page_view,2025-09-07 09:00:00
E0004411,C01199,S001347,product_view,2025-09-07 09:11:00
E0004412,C01199,S001347,add_to_cart,2025-09-07 09:24:00
E0004413,C01199,S001347,checkout,2025-09-07 09:38:00
E0004414,C00878,S001348,page_view,2025-04-24 09:00:00
E0004415,C00878,S001348,product_view,2025-04-24 09:10:00
E0004416,C00087,S001349,page_view,2024-07-10 09:00:00
E0004417,C00087,S001349,product_view,2024-07-10 09:08:00
E0004418,C00087,S001349,add_to_cart,2024-07-10 09:23:00
E0004419,C00087,S001349,checkout,2024-07-10 09:34:00
E0004420,C01743,S001350,page_view,2024-09-26 09:00:00
E0004421,C01743,S001350,product_view,2024-09-26 09:15:00
E0004422,C01951,S001351,page_view,2025-09-22 09:00:00
E0004423,C01951,S001351,product_view,2025-09-22 09:02:00
E0004424,C01951,S001351,add_to_cart,2025-09-22 09:05:00
E0004425,C01951,S001351,checkout,2025-09-22 09:11:00
E0004426,C01951,S001351,purchase,2025-09-22 09:16:00
E0004427,C00528,S001352,page_view,2024-02-13 09:00:00
E0004428,C00528,S001352,product_view,2024-02-13 09:14:00
E0004429,C00377,S001353,page_view,2025-07-19 09:00:00
E0004430,C00377,S001353,product_view,2025-07-19 09:15:00
E0004431,C01107,S001354,page_view,2024-01-23 09:00:00
E0004432,C01107,S001354,product_view,2024-01-23 09:15:00
E0004433,C01107,S001354,add_to_cart,2024-01-23 09:18:00
E0004434,C01307,S001355,page_view,2025-11-08 09:00:00
E0004435,C01307,S001355,product_view,2025-11-08 09:01:00
E0004436,C01168,S001356,page_view,2025-05-24 09:00:00
E0004437,C01168,S001356,product_view,2025-05-24 09:05:00
E0004438,C01168,S001356,add_to_cart,2025-05-24 09:18:00
E0004439,C01168,S001356,checkout,2025-05-24 09:24:00
E0004440,C01859,S001357,page_view,2025-09-23 09:00:00
E0004441,C01859,S001357,product_view,2025-09-23 09:03:00
E0004442,C01859,S001357,add_to_cart,2025-09-23 09:17:00
E0004443,C01304,S001358,page_view,2025-03-07 09:00:00
E0004444,C01304,S001358,product_view,2025-03-07 09:09:00
E0004445,C01304,S001358,add_to_cart,2025-03-07 09:21:00
E0004446,C01304,S001358,checkout,2025-03-07 09:28:00
E0004447,C00213,S001359,page_view,2024-12-13 09:00:00
E0004448,C00213,S001359,product_view,2024-12-13 09:12:00
E0004449,C00433,S001360,page_view,2025-01-24 09:00:00
E0004450,C00433,S001360,product_view,2025-01-24 09:14:00
E0004451,C01272,S001361,page_view,2025-10-23 09:00:00
E0004452,C01272,S001361,product_view,2025-10-23 09:11:00
E0004453,C01272,S001361,add_to_cart,2025-10-23 09:19:00
E0004454,C01867,S001362,page_view,2024-12-19 09:00:00
E0004455,C01867,S001362,product_view,2024-12-19 09:02:00
E0004456,C01867,S001362,add_to_cart,2024-12-19 09:03:00
E0004457,C01867,S001362,checkout,2024-12-19 09:14:00
E0004458,C00552,S001363,page_view,2025-03-11 09:00:00
E0004459,C00552,S001363,product_view,2025-03-11 09:01:00
E0004460,C00552,S001363,add_to_cart,2025-03-11 09:07:00
E0004461,C00552,S001363,checkout,2025-03-11 09:15:00
E0004462,C00589,S001364,page_view,2025-06-29 09:00:00
E0004463,C00589,S001364,product_view,2025-06-29 09:08:00
E0004464,C00589,S001364,add_to_cart,2025-06-29 09:16:00
E0004465,C00589,S001364,checkout,2025-06-29 09:31:00
E0004466,C00589,S001364,purchase,2025-06-29 09:42:00
E0004467,C01371,S001365,page_view,2025-07-03 09:00:00
E0004468,C01371,S001365,product_view,2025-07-03 09:10:00
E0004469,C01607,S001366,page_view,2025-11-21 09:00:00
E0004470,C01607,S001366,product_view,2025-11-21 09:01:00
E0004471,C01607,S001366,add_to_cart,2025-11-21 09:13:00
E0004472,C00943,S001367,page_view,2024-11-10 09:00:00
E0004473,C00943,S001367,product_view,2024-11-10 09:11:00
E0004474,C00943,S001367,add_to_cart,2024-11-10 09:13:00
E0004475,C01587,S001368,page_view,2024-05-17 09:00:00
E0004476,C01587,S001368,product_view,2024-05-17 09:01:00
E0004477,C00648,S001369,page_view,2025-07-31 09:00:00
E0004478,C00648,S001369,product_view,2025-07-31 09:08:00
E0004479,C01592,S001370,page_view,2025-03-19 09:00:00
E0004480,C01592,S001370,product_view,2025-03-19 09:09:00
E0004481,C01027,S001371,page_view,2025-05-06 09:00:00
E0004482,C01027,S001371,product_view,2025-05-06 09:07:00
E0004483,C01027,S001371,add_to_cart,2025-05-06 09:15:00
E0004484,C00680,S001372,page_view,2025-06-05 09:00:00
E0004485,C00680,S001372,product_view,2025-06-05 09:07:00
E0004486,C00680,S001372,add_to_cart,2025-06-05 09:14:00
E0004487,C01959,S001373,page_view,2025-03-12 09:00:00
E0004488,C01959,S001373,product_view,2025-03-12 09:13:00
E0004489,C01959,S001373,add_to_cart,2025-03-12 09:22:00
E0004490,C01959,S001373,checkout,2025-03-12 09:25:00
E0004491,C01959,S001373,purchase,2025-03-12 09:30:00
E0004492,C00460,S001374,page_view,2024-02-16 09:00:00
E0004493,C00460,S001374,product_view,2024-02-16 09:01:00
E0004494,C00460,S001374,add_to_cart,2024-02-16 09:07:00
E0004495,C00460,S001374,checkout,2024-02-16 09:14:00
E0004496,C00460,S001374,purchase,2024-02-16 09:20:00
E0004497,C01274,S001375,page_view,2025-06-05 09:00:00
E0004498,C01274,S001375,product_view,2025-06-05 09:06:00
E0004499,C01274,S001375,add_to_cart,2025-06-05 09:11:00
E0004500,C00933,S001376,page_view,2024-01-07 09:00:00
E0004501,C00933,S001376,product_view,2024-01-07 09:05:00
E0004502,C00933,S001376,add_to_cart,2024-01-07 09:17:00
E0004503,C01365,S001377,page_view,2025-01-29 09:00:00
E0004504,C01365,S001377,product_view,2025-01-29 09:04:00
E0004505,C01236,S001378,page_view,2024-12-08 09:00:00
E0004506,C01236,S001378,product_view,2024-12-08 09:11:00
E0004507,C01236,S001378,add_to_cart,2024-12-08 09:13:00
E0004508,C00248,S001379,page_view,2024-07-21 09:00:00
E0004509,C00248,S001379,product_view,2024-07-21 09:09:00
E0004510,C00248,S001379,add_to_cart,2024-07-21 09:23:00
E0004511,C00248,S001379,checkout,2024-07-21 09:34:00
E0004512,C00248,S001379,purchase,2024-07-21 09:40:00
E0004513,C01075,S001380,page_view,2024-04-15 09:00:00
E0004514,C01075,S001380,product_view,2024-04-15 09:11:00
E0004515,C01075,S001380,add_to_cart,2024-04-15 09:26:00
E0004516,C01262,S001381,page_view,2025-11-14 09:00:00
E0004517,C01262,S001381,product_view,2025-11-14 09:10:00
E0004518,C01262,S001381,add_to_cart,2025-11-14 09:25:00
E0004519,C00012,S001382,page_view,2024-04-20 09:00:00
E0004520,C00012,S001382,product_view,2024-04-20 09:12:00
E0004521,C00012,S001382,add_to_cart,2024-04-20 09:20:00
E0004522,C01676,S001383,page_view,2024-07-17 09:00:00
E0004523,C01676,S001383,product_view,2024-07-17 09:07:00
E0004524,C01676,S001383,add_to_cart,2024-07-17 09:12:00
E0004525,C01676,S001383,checkout,2024-07-17 09:13:00
E0004526,C00318,S001384,page_view,2025-03-25 09:00:00
E0004527,C00318,S001384,product_view,2025-03-25 09:02:00
E0004528,C00318,S001384,add_to_cart,2025-03-25 09:06:00
E0004529,C00318,S001384,checkout,2025-03-25 09:16:00
E0004530,C01238,S001385,page_view,2024-07-29 09:00:00
E0004531,C01238,S001385,product_view,2024-07-29 09:11:00
E0004532,C01238,S001385,add_to_cart,2024-07-29 09:19:00
E0004533,C01238,S001385,checkout,2024-07-29 09:28:00
E0004534,C01238,S001385,purchase,2024-07-29 09:32:00
E0004535,C01295,S001386,page_view,2024-04-02 09:00:00
E0004536,C01295,S001386,product_view,2024-04-02 09:12:00
E0004537,C01295,S001386,add_to_cart,2024-04-02 09:23:00
E0004538,C01982,S001387,page_view,2024-11-19 09:00:00
E0004539,C01982,S001387,product_view,2024-11-19 09:09:00
E0004540,C00167,S001388,page_view,2025-09-25 09:00:00
E0004541,C00167,S001388,product_view,2025-09-25 09:07:00
E0004542,C00167,S001388,add_to_cart,2025-09-25 09:10:00
E0004543,C00167,S001388,checkout,2025-09-25 09:25:00
E0004544,C00167,S001388,purchase,2025-09-25 09:39:00
E0004545,C00057,S001389,page_view,2024-11-24 09:00:00
E0004546,C00057,S001389,product_view,2024-11-24 09:04:00
E0004547,C00057,S001389,add_to_cart,2024-11-24 09:07:00
E0004548,C01428,S001390,page_view,2025-05-16 09:00:00
E0004549,C01428,S001390,product_view,2025-05-16 09:05:00
E0004550,C01428,S001390,add_to_cart,2025-05-16 09:20:00
E0004551,C01428,S001390,checkout,2025-05-16 09:33:00
E0004552,C00689,S001391,page_view,2025-09-28 09:00:00
E0004553,C00689,S001391,product_view,2025-09-28 09:06:00
E0004554,C00689,S001391,add_to_cart,2025-09-28 09:14:00
E0004555,C01784,S001392,page_view,2024-04-06 09:00:00
E0004556,C01784,S001392,product_view,2024-04-06 09:11:00
E0004557,C00072,S001393,page_view,2025-05-22 09:00:00
E0004558,C00072,S001393,product_view,2025-05-22 09:09:00
E0004559,C01601,S001394,page_view,2025-06-16 09:00:00
E0004560,C01601,S001394,product_view,2025-06-16 09:12:00
E0004561,C01601,S001394,add_to_cart,2025-06-16 09:18:00
E0004562,C01509,S001395,page_view,2024-08-29 09:00:00
E0004563,C01509,S001395,product_view,2024-08-29 09:13:00
E0004564,C01469,S001396,page_view,2024-06-25 09:00:00
E0004565,C01469,S001396,product_view,2024-06-25 09:04:00
E0004566,C01469,S001396,add_to_cart,2024-06-25 09:10:00
E0004567,C01469,S001396,checkout,2024-06-25 09:11:00
E0004568,C00654,S001397,page_view,2025-05-26 09:00:00
E0004569,C00654,S001397,product_view,2025-05-26 09:02:00
E0004570,C00654,S001397,add_to_cart,2025-05-26 09:15:00
E0004571,C00654,S001397,checkout,2025-05-26 09:18:00
E0004572,C00426,S001398,page_view,2024-12-06 09:00:00
E0004573,C00426,S001398,product_view,2024-12-06 09:02:00
E0004574,C00426,S001398,add_to_cart,2024-12-06 09:07:00
E0004575,C00426,S001398,checkout,2024-12-06 09:16:00
E0004576,C01436,S001399,page_view,2024-02-26 09:00:00
E0004577,C01436,S001399,product_view,2024-02-26 09:03:00
E0004578,C01849,S001400,page_view,2024-02-04 09:00:00
E0004579,C01849,S001400,product_view,2024-02-04 09:03:00
E0004580,C00779,S001401,page_view,2024-01-03 09:00:00
E0004581,C00779,S001401,product_view,2024-01-03 09:13:00
E0004582,C00779,S001401,add_to_cart,2024-01-03 09:21:00
E0004583,C00426,S001402,page_view,2024-07-31 09:00:00
E0004584,C00426,S001402,product_view,2024-07-31 09:05:00
E0004585,C01980,S001403,page_view,2025-01-19 09:00:00
E0004586,C01980,S001403,product_view,2025-01-19 09:04:00
E0004587,C01980,S001403,add_to_cart,2025-01-19 09:10:00
E0004588,C01980,S001403,checkout,2025-01-19 09:12:00
E0004589,C01649,S001404,page_view,2025-07-14 09:00:00
E0004590,C01649,S001404,product_view,2025-07-14 09:11:00
E0004591,C01649,S001404,add_to_cart,2025-07-14 09:12:00
E0004592,C00738,S001405,page_view,2024-03-31 09:00:00
E0004593,C00738,S001405,product_view,2024-03-31 09:05:00
E0004594,C00719,S001406,page_view,2024-04-07 09:00:00
E0004595,C00719,S001406,product_view,2024-04-07 09:08:00
E0004596,C00719,S001406,add_to_cart,2024-04-07 09:12:00
E0004597,C00719,S001406,checkout,2024-04-07 09:27:00
E0004598,C01525,S001407,page_view,2025-11-05 09:00:00
E0004599,C01525,S001407,product_view,2025-11-05 09:05:00
E0004600,C01525,S001407,add_to_cart,2025-11-05 09:08:00
E0004601,C01525,S001407,checkout,2025-11-05 09:19:00
E0004602,C01525,S001407,purchase,2025-11-05 09:22:00
E0004603,C01342,S001408,page_view,2025-04-26 09:00:00
E0004604,C01342,S001408,product_view,2025-04-26 09:03:00
E0004605,C00655,S001409,page_view,2025-01-03 09:00:00
E0004606,C00655,S001409,product_view,2025-01-03 09:13:00
E0004607,C00831,S001410,page_view,2024-03-19 09:00:00
E0004608,C00831,S001410,product_view,2024-03-19 09:02:00
E0004609,C00546,S001411,page_view,2025-01-09 09:00:00
E0004610,C00546,S001411,product_view,2025-01-09 09:11:00
E0004611,C00746,S001412,page_view,2025-10-11 09:00:00
E0004612,C00746,S001412,product_view,2025-10-11 09:03:00
E0004613,C00746,S001412,add_to_cart,2025-10-11 09:04:00
E0004614,C00746,S001412,checkout,2025-10-11 09:05:00
E0004615,C00746,S001412,purchase,2025-10-11 09:12:00
E0004616,C01362,S001413,page_view,2024-08-18 09:00:00
E0004617,C01362,S001413,product_view,2024-08-18 09:04:00
E0004618,C01362,S001413,add_to_cart,2024-08-18 09:10:00
E0004619,C01137,S001414,page_view,2024-03-05 09:00:00
E0004620,C01137,S001414,product_view,2024-03-05 09:09:00
E0004621,C00430,S001415,page_view,2025-09-19 09:00:00
E0004622,C00430,S001415,product_view,2025-09-19 09:10:00
E0004623,C00430,S001415,add_to_cart,2025-09-19 09:15:00
E0004624,C00430,S001415,checkout,2025-09-19 09:22:00
E0004625,C00708,S001416,page_view,2025-01-03 09:00:00
E0004626,C00708,S001416,product_view,2025-01-03 09:08:00
E0004627,C00708,S001416,add_to_cart,2025-01-03 09:12:00
E0004628,C01075,S001417,page_view,2024-01-04 09:00:00
E0004629,C01075,S001417,product_view,2024-01-04 09:08:00
E0004630,C01075,S001417,add_to_cart,2024-01-04 09:20:00
E0004631,C01075,S001417,checkout,2024-01-04 09:27:00
E0004632,C01075,S001417,purchase,2024-01-04 09:28:00
E0004633,C00516,S001418,page_view,2025-04-11 09:00:00
E0004634,C00516,S001418,product_view,2025-04-11 09:15:00
E0004635,C01654,S001419,page_view,2024-11-18 09:00:00
E0004636,C01654,S001419,product_view,2024-11-18 09:01:00
E0004637,C01654,S001419,add_to_cart,2024-11-18 09:12:00
E0004638,C01654,S001419,checkout,2024-11-18 09:18:00
E0004639,C01654,S001419,purchase,2024-11-18 09:27:00
E0004640,C01532,S001420,page_view,2024-02-09 09:00:00
E0004641,C01532,S001420,product_view,2024-02-09 09:11:00
E0004642,C01532,S001420,add_to_cart,2024-02-09 09:20:00
E0004643,C01532,S001420,checkout,2024-02-09 09:34:00
E0004644,C01532,S001420,purchase,2024-02-09 09:48:00
E0004645,C00336,S001421,page_view,2024-07-25 09:00:00
E0004646,C00336,S001421,product_view,2024-07-25 09:03:00
E0004647,C00038,S001422,page_view,2024-03-03 09:00:00
E0004648,C00038,S001422,product_view,2024-03-03 09:07:00
E0004649,C00038,S001422,add_to_cart,2024-03-03 09:09:00
E0004650,C00880,S001423,page_view,2025-07-31 09:00:00
E0004651,C00880,S001423,product_view,2025-07-31 09:08:00
E0004652,C00880,S001423,add_to_cart,2025-07-31 09:10:00
E0004653,C00496,S001424,page_view,2024-12-14 09:00:00
E0004654,C00496,S001424,product_view,2024-12-14 09:10:00
E0004655,C00496,S001424,add_to_cart,2024-12-14 09:21:00
E0004656,C00496,S001424,checkout,2024-12-14 09:23:00
E0004657,C00102,S001425,page_view,2024-06-06 09:00:00
E0004658,C00102,S001425,product_view,2024-06-06 09:09:00
E0004659,C00102,S001425,add_to_cart,2024-06-06 09:12:00
E0004660,C00843,S001426,page_view,2025-11-26 09:00:00
E0004661,C00843,S001426,product_view,2025-11-26 09:14:00
E0004662,C00005,S001427,page_view,2024-05-14 09:00:00
E0004663,C00005,S001427,product_view,2024-05-14 09:11:00
E0004664,C00299,S001428,page_view,2024-09-24 09:00:00
E0004665,C00299,S001428,product_view,2024-09-24 09:12:00
E0004666,C00046,S001429,page_view,2024-06-01 09:00:00
E0004667,C00046,S001429,product_view,2024-06-01 09:04:00
E0004668,C00046,S001429,add_to_cart,2024-06-01 09:17:00
E0004669,C00391,S001430,page_view,2024-05-12 09:00:00
E0004670,C00391,S001430,product_view,2024-05-12 09:08:00
E0004671,C01351,S001431,page_view,2025-11-19 09:00:00
E0004672,C01351,S001431,product_view,2025-11-19 09:03:00
E0004673,C01313,S001432,page_view,2025-08-23 09:00:00
E0004674,C01313,S001432,product_view,2025-08-23 09:14:00
E0004675,C01313,S001432,add_to_cart,2025-08-23 09:16:00
E0004676,C01555,S001433,page_view,2024-06-14 09:00:00
E0004677,C01555,S001433,product_view,2024-06-14 09:10:00
E0004678,C01928,S001434,page_view,2025-05-11 09:00:00
E0004679,C01928,S001434,product_view,2025-05-11 09:07:00
E0004680,C01928,S001434,add_to_cart,2025-05-11 09:12:00
E0004681,C01928,S001434,checkout,2025-05-11 09:24:00
E0004682,C01928,S001434,purchase,2025-05-11 09:31:00
E0004683,C00115,S001435,page_view,2025-07-04 09:00:00
E0004684,C00115,S001435,product_view,2025-07-04 09:13:00
E0004685,C00115,S001435,add_to_cart,2025-07-04 09:27:00
E0004686,C00115,S001435,checkout,2025-07-04 09:35:00
E0004687,C00770,S001436,page_view,2024-03-11 09:00:00
E0004688,C00770,S001436,product_view,2024-03-11 09:15:00
E0004689,C01315,S001437,page_view,2025-04-21 09:00:00
E0004690,C01315,S001437,product_view,2025-04-21 09:01:00
E0004691,C01905,S001438,page_view,2024-08-31 09:00:00
E0004692,C01905,S001438,product_view,2024-08-31 09:07:00
E0004693,C01905,S001438,add_to_cart,2024-08-31 09:15:00
E0004694,C01986,S001439,page_view,2024-12-08 09:00:00
E0004695,C01986,S001439,product_view,2024-12-08 09:07:00
E0004696,C00142,S001440,page_view,2025-05-16 09:00:00
E0004697,C00142,S001440,product_view,2025-05-16 09:12:00
E0004698,C00384,S001441,page_view,2025-08-24 09:00:00
E0004699,C00384,S001441,product_view,2025-08-24 09:03:00
E0004700,C00384,S001441,add_to_cart,2025-08-24 09:16:00
E0004701,C00384,S001441,checkout,2025-08-24 09:25:00
E0004702,C00384,S001441,purchase,2025-08-24 09:37:00
E0004703,C01488,S001442,page_view,2024-07-05 09:00:00
E0004704,C01488,S001442,product_view,2024-07-05 09:12:00
E0004705,C00573,S001443,page_view,2025-03-18 09:00:00
E0004706,C00573,S001443,product_view,2025-03-18 09:03:00
E0004707,C00329,S001444,page_view,2025-06-26 09:00:00
E0004708,C00329,S001444,product_view,2025-06-26 09:14:00
E0004709,C00329,S001444,add_to_cart,2025-06-26 09:23:00
E0004710,C01923,S001445,page_view,2024-11-29 09:00:00
E0004711,C01923,S001445,product_view,2024-11-29 09:03:00
E0004712,C00058,S001446,page_view,2025-01-29 09:00:00
E0004713,C00058,S001446,product_view,2025-01-29 09:03:00
E0004714,C00058,S001446,add_to_cart,2025-01-29 09:04:00
E0004715,C00058,S001446,checkout,2025-01-29 09:18:00
E0004716,C00058,S001446,purchase,2025-01-29 09:33:00
E0004717,C01473,S001447,page_view,2025-12-04 09:00:00
E0004718,C01473,S001447,product_view,2025-12-04 09:02:00
E0004719,C00638,S001448,page_view,2024-12-12 09:00:00
E0004720,C00638,S001448,product_view,2024-12-12 09:15:00
E0004721,C00638,S001448,add_to_cart,2024-12-12 09:25:00
E0004722,C00638,S001448,checkout,2024-12-12 09:30:00
E0004723,C00054,S001449,page_view,2025-06-18 09:00:00
E0004724,C00054,S001449,product_view,2025-06-18 09:11:00
E0004725,C01447,S001450,page_view,2024-08-20 09:00:00
E0004726,C01447,S001450,product_view,2024-08-20 09:15:00
E0004727,C00573,S001451,page_view,2025-02-28 09:00:00
E0004728,C00573,S001451,product_view,2025-02-28 09:15:00
E0004729,C00573,S001451,add_to_cart,2025-02-28 09:25:00
E0004730,C00573,S001451,checkout,2025-02-28 09:29:00
E0004731,C00722,S001452,page_view,2024-07-20 09:00:00
E0004732,C00722,S001452,product_view,2024-07-20 09:14:00
E0004733,C00722,S001452,add_to_cart,2024-07-20 09:28:00
E0004734,C00722,S001452,checkout,2024-07-20 09:43:00
E0004735,C01070,S001453,page_view,2025-04-02 09:00:00
E0004736,C01070,S001453,product_view,2025-04-02 09:09:00
E0004737,C01070,S001453,add_to_cart,2025-04-02 09:19:00
E0004738,C01855,S001454,page_view,2025-09-16 09:00:00
E0004739,C01855,S001454,product_view,2025-09-16 09:01:00
E0004740,C01309,S001455,page_view,2024-10-01 09:00:00
E0004741,C01309,S001455,product_view,2024-10-01 09:06:00
E0004742,C01309,S001455,add_to_cart,2024-10-01 09:12:00
E0004743,C01309,S001455,checkout,2024-10-01 09:13:00
E0004744,C01862,S001456,page_view,2025-05-03 09:00:00
E0004745,C01862,S001456,product_view,2025-05-03 09:03:00
E0004746,C01862,S001456,add_to_cart,2025-05-03 09:15:00
E0004747,C00988,S001457,page_view,2024-01-05 09:00:00
E0004748,C00988,S001457,product_view,2024-01-05 09:09:00
E0004749,C00893,S001458,page_view,2025-09-09 09:00:00
E0004750,C00893,S001458,product_view,2025-09-09 09:14:00
E0004751,C01396,S001459,page_view,2025-04-12 09:00:00
E0004752,C01396,S001459,product_view,2025-04-12 09:05:00
E0004753,C01396,S001459,add_to_cart,2025-04-12 09:16:00
E0004754,C01396,S001459,checkout,2025-04-12 09:19:00
E0004755,C00512,S001460,page_view,2025-01-10 09:00:00
E0004756,C00512,S001460,product_view,2025-01-10 09:11:00
E0004757,C01307,S001461,page_view,2025-01-25 09:00:00
E0004758,C01307,S001461,product_view,2025-01-25 09:10:00
E0004759,C01730,S001462,page_view,2025-11-07 09:00:00
E0004760,C01730,S001462,product_view,2025-11-07 09:01:00
E0004761,C01730,S001462,add_to_cart,2025-11-07 09:07:00
E0004762,C01730,S001462,checkout,2025-11-07 09:18:00
E0004763,C01730,S001462,purchase,2025-11-07 09:31:00
E0004764,C01828,S001463,page_view,2025-10-02 09:00:00
E0004765,C01828,S001463,product_view,2025-10-02 09:02:00
E0004766,C01828,S001463,add_to_cart,2025-10-02 09:14:00
E0004767,C01828,S001463,checkout,2025-10-02 09:29:00
E0004768,C00841,S001464,page_view,2024-07-01 09:00:00
E0004769,C00841,S001464,product_view,2024-07-01 09:11:00
E0004770,C01352,S001465,page_view,2025-02-21 09:00:00
E0004771,C01352,S001465,product_view,2025-02-21 09:08:00
E0004772,C01352,S001465,add_to_cart,2025-02-21 09:19:00
E0004773,C01352,S001465,checkout,2025-02-21 09:32:00
E0004774,C01352,S001465,purchase,2025-02-21 09:42:00
E0004775,C01165,S001466,page_view,2025-02-15 09:00:00
E0004776,C01165,S001466,product_view,2025-02-15 09:05:00
E0004777,C01683,S001467,page_view,2024-09-30 09:00:00
E0004778,C01683,S001467,product_view,2024-09-30 09:03:00
E0004779,C01683,S001467,add_to_cart,2024-09-30 09:17:00
E0004780,C01465,S001468,page_view,2024-06-08 09:00:00
E0004781,C01465,S001468,product_view,2024-06-08 09:01:00
E0004782,C01465,S001468,add_to_cart,2024-06-08 09:06:00
E0004783,C00836,S001469,page_view,2025-10-11 09:00:00
E0004784,C00836,S001469,product_view,2025-10-11 09:02:00
E0004785,C00121,S001470,page_view,2025-12-13 09:00:00
E0004786,C00121,S001470,product_view,2025-12-13 09:11:00
E0004787,C00121,S001470,add_to_cart,2025-12-13 09:25:00
E0004788,C00146,S001471,page_view,2024-12-19 09:00:00
E0004789,C00146,S001471,product_view,2024-12-19 09:03:00
E0004790,C01628,S001472,page_view,2024-05-02 09:00:00
E0004791,C01628,S001472,product_view,2024-05-02 09:01:00
E0004792,C01628,S001472,add_to_cart,2024-05-02 09:07:00
E0004793,C01628,S001472,checkout,2024-05-02 09:22:00
E0004794,C01628,S001472,purchase,2024-05-02 09:26:00
E0004795,C01830,S001473,page_view,2025-01-08 09:00:00
E0004796,C01830,S001473,product_view,2025-01-08 09:04:00
E0004797,C01830,S001473,add_to_cart,2025-01-08 09:06:00
E0004798,C00745,S001474,page_view,2024-06-16 09:00:00
E0004799,C00745,S001474,product_view,2024-06-16 09:12:00
E0004800,C00910,S001475,page_view,2024-10-15 09:00:00
E0004801,C00910,S001475,product_view,2024-10-15 09:08:00
